,Input Name,Input Website,Match,Stage,Score,Source
1114,Kerstens Voeten b.v.,nan,No Match,-,0.0,Linkedin Leads
1115,widemex-international-bv,nan,No Match,-,0.0,Linkedin Leads
1116,Bamboespecialist.com,nan,No Match,-,0.0,Linkedin Leads
1117,Star-Living Global Scouring Ltd.,nan,No Match,-,0.0,Linkedin Leads
1118,ProNails,nan,No Match,-,0.0,Linkedin Leads
1119,passa-sports,nan,No Match,-,0.0,Linkedin Leads
1120,Zelfstandig,nan,No Match,-,0.0,Linkedin Leads
1121,Norah ,nan,No Match,-,0.0,Linkedin Leads
1122,The Climate Factory ,nan,No Match,-,0.0,Linkedin Leads
1123,elho,nan,No Match,-,0.0,Linkedin Leads
1124,Thales Cryogenics B.V,nan,No Match,-,0.0,Linkedin Leads
1125,grant-thornton-belgium,nan,No Match,-,0.0,Linkedin Leads
1126,gerlach-customs,nan,No Match,-,0.0,Linkedin Leads
1127,Koninklijke Jumbo B.V.,nan,No Match,-,0.0,Linkedin Leads
1128,multibat-nederland-bv,nan,No Match,-,0.0,Linkedin Leads
1129,JACOBS DOUWE EGBERTS,nan,No Match,-,0.0,Linkedin Leads
1130,Barco,nan,No Match,-,0.0,Linkedin Leads
1131,Murata,nan,No Match,-,0.0,Linkedin Leads
1132,aquanova,nan,aquanova,1- MQL (Marketing),100.0,Linkedin Leads
1133,Carpet Rebel,nan,No Match,-,0.0,Linkedin Leads
1134,thegiftgroothandel,nan,No Match,-,0.0,Linkedin Leads
1135,Esschert Design B.V.,nan,No Match,-,0.0,Linkedin Leads
1136,Childhome,nan,No Match,-,0.0,Linkedin Leads
1137,suer-nutzfahrzeugtechnik-gmbh-&-co-kg,nan,No Match,-,0.0,Linkedin Leads
1138,TCC Spares B.V.,nan,No Match,-,0.0,Linkedin Leads
1139,Longwise Online,nan,No Match,-,0.0,Linkedin Leads
1140,nippon-express-belgium-,nan,No Match,-,0.0,Linkedin Leads
1141,Calze del mondo bv,nan,No Match,-,0.0,Linkedin Leads
1142,Coastlink B.V.,nan,No Match,-,0.0,Linkedin Leads
1143,agrocultuur-bv,nan,No Match,-,0.0,Linkedin Leads
1144,512-50328666,nan,No Match,-,0.0,Linkedin Leads
1145,"Spectrum Brands, Inc",nan,No Match,-,0.0,Linkedin Leads
1146,Robo Educational Toys,nan,No Match,-,0.0,Linkedin Leads
1147,The Medical Export Group BV,nan,No Match,-,0.0,Linkedin Leads
1148,Sinelco int bv,nan,No Match,-,0.0,Linkedin Leads
1149,Davidts Ltd,nan,No Match,-,0.0,Linkedin Leads
1150,GAR,nan,No Match,-,0.0,Linkedin Leads
1151,remeha,nan,No Match,-,0.0,Linkedin Leads
1152,Golden Agri resources,nan,No Match,-,0.0,Linkedin Leads
1153,Edelman BV,nan,No Match,-,0.0,Linkedin Leads
1154,Decostar The Netherlands,nan,No Match,-,0.0,Linkedin Leads
1155,GAR,nan,No Match,-,0.0,Linkedin Leads
1156,deltion-college,nan,No Match,-,0.0,Linkedin Leads
1157,helenevskincare,nan,No Match,-,0.0,Linkedin Leads
1158,Nationale Theaterkassa,nan,No Match,-,0.0,Linkedin Leads
1159,Dillewijn Group BV,nan,No Match,-,0.0,Linkedin Leads
1160,kvadrat,nan,No Match,-,0.0,Linkedin Leads
1161,MyMicro Group B.V.,nan,No Match,-,0.0,Linkedin Leads
1162,"Spectrum Brands, Inc",nan,No Match,-,0.0,Linkedin Leads
1163,SCP Benelux,nan,No Match,-,0.0,Linkedin Leads
1164,Job Talent,nan,No Match,-,0.0,Linkedin Leads
1165,hardie's-mode,nan,No Match,-,0.0,Linkedin Leads
1166,Furnified,nan,No Match,-,0.0,Linkedin Leads
1167,GorillaGrip BV,nan,No Match,-,0.0,Linkedin Leads
1168,Sally Beauty,nan,No Match,-,0.0,Linkedin Leads
1169,Kalmar,nan,No Match,-,0.0,Linkedin Leads
1170,macdermid-alpha-electronics-solutions,nan,No Match,-,0.0,Linkedin Leads
1171,Natec Sunergy BV,nan,No Match,-,0.0,Linkedin Leads
1172,bevaplast-bv,nan,No Match,-,0.0,Linkedin Leads
1173,M-PETS BeNeLux,nan,No Match,-,0.0,Linkedin Leads
1174,LivWise,nan,No Match,-,0.0,Linkedin Leads
1175,BV Twentsche Kabelfabriek,nan,No Match,-,0.0,Linkedin Leads
1176,eSWay Interim Management ,nan,No Match,-,0.0,Linkedin Leads
1177,Ixus Trade,nan,No Match,-,0.0,Linkedin Leads
1178,Coöperatie Best Dental Support U.A.,nan,No Match,-,0.0,Linkedin Leads
1179,busindustrial,nan,No Match,-,0.0,Linkedin Leads
1180,LG Electronics European Service,nan,No Match,-,0.0,Linkedin Leads
1181,ISERO IJzerwarengroep,nan,No Match,-,0.0,Linkedin Leads
1182,Technische Unie,nan,No Match,-,0.0,Linkedin Leads
1183,Unlimited Footwear Group,nan,No Match,-,0.0,Linkedin Leads
1184,Bolsius Group,nan,No Match,-,0.0,Linkedin Leads
1185,handbal coach,nan,No Match,-,0.0,Linkedin Leads
1186,Qqnut Limited,nan,No Match,-,0.0,Linkedin Leads
1187,mees-van-den-brink-bv,nan,No Match,-,0.0,Linkedin Leads
1188,elho,nan,No Match,-,0.0,Linkedin Leads
1189,Coenco,nan,No Match,-,0.0,Linkedin Leads
1190,Novosanis,nan,No Match,-,0.0,Linkedin Leads
1191,Transition IT,nan,No Match,-,0.0,Linkedin Leads
1192,Mintjens furniture,nan,No Match,-,0.0,Linkedin Leads
1193,WISCOMEX BV,nan,No Match,-,0.0,Linkedin Leads
1194,Betasped,nan,No Match,-,0.0,Linkedin Leads
1195,ONEFLOR EUROPE,nan,No Match,-,0.0,Linkedin Leads
1196,The Toy Tailor,nan,No Match,-,0.0,Linkedin Leads
1197,ten-brundel-wonen-b.v.,nan,No Match,-,0.0,Linkedin Leads
1198,Creamy Creation,nan,No Match,-,0.0,Linkedin Leads
1199,Dijk Natural Collections,nan,No Match,-,0.0,Linkedin Leads
1200,,nan,No Match,-,0.0,Linkedin Leads
1201,Asia Forwarding Pvt. Ltd,nan,No Match,-,0.0,Linkedin Leads
1202,Nddj,nan,No Match,-,0.0,Linkedin Leads
1203,GD-iTS Forwarding B.V.,nan,No Match,-,0.0,Linkedin Leads
1204,Drielink International BV,nan,No Match,-,0.0,Linkedin Leads
1205,Goldstaff,nan,No Match,-,0.0,Linkedin Leads
1206,ePacket Express,nan,No Match,-,0.0,Linkedin Leads
1207,OPA International B.V.,nan,No Match,-,0.0,Linkedin Leads
1208,Ebury,nan,No Match,-,0.0,Linkedin Leads
1209,Arvato,nan,No Match,-,0.0,Linkedin Leads
1210,MGC TRANSITARIOS,nan,No Match,-,0.0,Linkedin Leads
1211,Van Dam Sports,nan,No Match,-,0.0,Linkedin Leads
1212,uu,nan,No Match,-,0.0,Linkedin Leads
1213,Royal Reesink,nan,No Match,-,0.0,Linkedin Leads
1214,Milmar Shipping Co.,nan,No Match,-,0.0,Linkedin Leads
1215,G.A. Maas Leder B.V.,nan,No Match,-,0.0,Linkedin Leads
1216,ProjectCahir,nan,No Match,-,0.0,Linkedin Leads
1217,Next Lubricants bv,nan,No Match,-,0.0,Linkedin Leads
1218,ff,nan,No Match,-,0.0,Linkedin Leads
1219,ET International V.O.F.,nan,No Match,-,0.0,Linkedin Leads
1220,OEBY,nan,No Match,-,0.0,Linkedin Leads
1221,Centrient Pharmaceuticals,nan,No Match,-,0.0,Linkedin Leads
1222,Atlas,nan,No Match,-,0.0,Linkedin Leads
1223,DEXWELL,nan,No Match,-,0.0,Linkedin Leads
1224,Jobien Kleingeld - Creatief denker en doener,nan,No Match,-,0.0,Linkedin Leads
1225,CLIMA,nan,No Match,-,0.0,Linkedin Leads
1226,K.M.Roos,nan,No Match,-,0.0,Linkedin Leads
1227,Mtrading B.V.,nan,No Match,-,0.0,Linkedin Leads
1228,EUSU Logistics,nan,No Match,-,0.0,Linkedin Leads
1229,Prenger Healthcare B.V.,nan,No Match,-,0.0,Linkedin Leads
1230,Multi Cargo Logistics B.V.,nan,No Match,-,0.0,Linkedin Leads
1231,United Dutch Breweries,nan,No Match,-,0.0,Linkedin Leads
1232,"WENZHOU NICEPACKING CO.,LTD.",nan,No Match,-,0.0,Linkedin Leads
1233,Houtcomposietdiscount.nl,nan,No Match,-,0.0,Linkedin Leads
1234,By Agha Sahib,nan,No Match,-,0.0,Linkedin Leads
1235,GET transport,nan,No Match,-,0.0,Linkedin Leads
1236,Consultant,nan,No Match,-,0.0,Linkedin Leads
1237,BAMBUSHANDEL,nan,No Match,-,0.0,Linkedin Leads
1238,Baars Financieel Management B.V.,nan,No Match,-,0.0,Linkedin Leads
1239,1-2-Taste,nan,No Match,-,0.0,Linkedin Leads
1240,WWS,nan,No Match,-,0.0,Linkedin Leads
1241,Global Paint Products B.V.,nan,No Match,-,0.0,Linkedin Leads
1242,van-den-assem-schoenen,nan,No Match,-,0.0,Linkedin Leads
1243,DENSO,nan,No Match,-,0.0,Linkedin Leads
1244,The Cookware Company,nan,No Match,-,0.0,Linkedin Leads
1245,Saint-Gobain,nan,No Match,-,0.0,Linkedin Leads
1246,DYKA PLASTICS NV,nan,No Match,-,0.0,Linkedin Leads
1247,Vaessen BV,nan,No Match,-,0.0,Linkedin Leads
1248,fenix-outdoor-,nan,No Match,-,0.0,Linkedin Leads
1249,Falko BV - Import/export groothandel in fietsonderdelen en accessoires,nan,No Match,-,0.0,Linkedin Leads
1250,adomex-international-b.v.,nan,No Match,-,0.0,Linkedin Leads
1251,JACOB COMPANY,nan,No Match,-,0.0,Linkedin Leads
1252,Horesca Horecavo,nan,No Match,-,0.0,Linkedin Leads
1253,HMZ Fashiongroup,nan,No Match,-,0.0,Linkedin Leads
1254,medipoint,nan,No Match,-,0.0,Linkedin Leads
1255,heineken,nan,heineken,1- MQL (Marketing),100.0,Linkedin Leads
1256,Harting-Bank ,nan,No Match,-,0.0,Linkedin Leads
1257,cebeo,nan,cebeo,1- MQL (Marketing),100.0,Linkedin Leads
1258,INEOS,nan,No Match,-,0.0,Linkedin Leads
1259,Mars,nan,No Match,-,0.0,Linkedin Leads
1260,Super B Lithium Power B.V.,nan,No Match,-,0.0,Linkedin Leads
1261,havatec-bv,nan,No Match,-,0.0,Linkedin Leads
1262,Ravago Chemicals,nan,No Match,-,0.0,Linkedin Leads
1263,TOBROCO-GIANT,nan,No Match,-,0.0,Linkedin Leads
1264,holland-barrett-benelux,nan,No Match,-,0.0,Linkedin Leads
1265,mymicro-group-b-v-,nan,No Match,-,0.0,Linkedin Leads
1266,ALDI Belgium,nan,No Match,-,0.0,Linkedin Leads
1267,gastonschul,nan,No Match,-,0.0,Linkedin Leads
1268,The New Originals,nan,No Match,-,0.0,Linkedin Leads
1269,IVC Group,nan,No Match,-,0.0,Linkedin Leads
1270,furnified,nan,No Match,-,0.0,Linkedin Leads
1271,SKF Group,nan,No Match,-,0.0,Linkedin Leads
1272,Laroy Group nv,nan,No Match,-,0.0,Linkedin Leads
1273,JACOBS DOUWE EGBERTS,nan,No Match,-,0.0,Linkedin Leads
1274,Promeco nv,nan,No Match,-,0.0,Linkedin Leads
1275,SCION Instruments,nan,No Match,-,0.0,Linkedin Leads
1276,-,nan,No Match,-,0.0,Linkedin Leads
1277,Henri Willig Group,nan,No Match,-,0.0,Linkedin Leads
1278,Transferro,nan,No Match,-,0.0,Linkedin Leads
1279,Edzo Import BV,nan,No Match,-,0.0,Linkedin Leads
1280,EVAL Europe N.V.,nan,No Match,-,0.0,Linkedin Leads
1281,rexel,nan,No Match,-,0.0,Linkedin Leads
1282,bizbike,nan,bizbike,3 - Presenting (S),100.0,Linkedin Leads
1283,manusvr,nan,No Match,-,0.0,Linkedin Leads
1284,Boom B.V.,nan,No Match,-,0.0,Linkedin Leads
1285,alsico-hightech,nan,No Match,-,0.0,Linkedin Leads
1286,mogemabv,nan,No Match,-,0.0,Linkedin Leads
1287,hollister-incorporated,nan,No Match,-,0.0,Linkedin Leads
1288,de-gruijter,nan,No Match,-,0.0,Linkedin Leads
1289,vako-systems-for-your-window,nan,No Match,-,0.0,Linkedin Leads
1290,Pop Vriend Seeds,nan,No Match,-,0.0,Linkedin Leads
1291,Shuttlewise,nan,No Match,-,0.0,Linkedin Leads
1292,Balt,nan,No Match,-,0.0,Linkedin Leads
1293,HWRK Housing + Facility Professionals,nan,No Match,-,0.0,Linkedin Leads
1294,Remia C.V.,nan,No Match,-,0.0,Linkedin Leads
1295,swisssense,nan,swiss sense,1- MQL (Marketing),95.23809523809523,Linkedin Leads
1296,COCO-Morocco part of Mogador Home Resort S.a.r.l.,nan,No Match,-,0.0,Linkedin Leads
1297,Ten Cate Outdoor Fabrics,nan,No Match,-,0.0,Linkedin Leads
1298,Koninklijke Dekker,nan,No Match,-,0.0,Linkedin Leads
1299,maximavida,nan,maximavida,8 - Loyal (CS),100.0,Linkedin Leads
1300,Bridgestone EMEA,nan,No Match,-,0.0,Linkedin Leads
1301,rogelli-sportswear,nan,No Match,-,0.0,Linkedin Leads
1302,ijsvogel-retail,nan,No Match,-,0.0,Linkedin Leads
1303,bliving,nan,No Match,-,0.0,Linkedin Leads
1304,boels-rental,nan,No Match,-,0.0,Linkedin Leads
1305,facility-trade-group,nan,No Match,-,0.0,Linkedin Leads
1306,haecksubcontracting,nan,No Match,-,0.0,Linkedin Leads
1307,Bunzl Retail & Industry Nederland,nan,No Match,-,0.0,Linkedin Leads
1308,cemex-trescon-b-v-,nan,No Match,-,0.0,Linkedin Leads
1309,Brinks Metaalbewerking BV,nan,No Match,-,0.0,Linkedin Leads
1310,Rensa Family Company,nan,No Match,-,0.0,Linkedin Leads
1311,heuschenschrouff,nan,No Match,-,0.0,Linkedin Leads
1312,Boosterbox,nan,No Match,-,0.0,Linkedin Leads
1313,Harting-Bank ,nan,No Match,-,0.0,Linkedin Leads
1314,Circular Industries,nan,No Match,-,0.0,Linkedin Leads
1315,nussbaumer,nan,No Match,-,0.0,Linkedin Leads
1316,Kramp,nan,No Match,-,0.0,Linkedin Leads
1317,jlg-industries,nan,No Match,-,0.0,Linkedin Leads
1318,Garfield Aluminium,nan,No Match,-,0.0,Linkedin Leads
1319,haecksubcontracting,nan,No Match,-,0.0,Linkedin Leads
1320,Hoshizaki Europe B.V. (EMENA),nan,No Match,-,0.0,Linkedin Leads
1321,VDL Agrotech,nan,No Match,-,0.0,Linkedin Leads
1322,Ahlers,nan,No Match,-,0.0,Linkedin Leads
1323,Pon Equipment Nederland,nan,No Match,-,0.0,Linkedin Leads
1324,maximavida,nan,maximavida,8 - Loyal (CS),100.0,Linkedin Leads
1325,calcitdoo,nan,No Match,-,0.0,Linkedin Leads
1326,makro-kerstpakketten,nan,No Match,-,0.0,Linkedin Leads
1327,Rebelcell,nan,No Match,-,0.0,Linkedin Leads
1328,unilever,nan,unilever,1- MQL (Marketing),100.0,Linkedin Leads
1329,van-iperen-international,nan,No Match,-,0.0,Linkedin Leads
1330,van-ree-b.v.,nan,No Match,-,0.0,Linkedin Leads
1331,Spooren bv,nan,No Match,-,0.0,Linkedin Leads
1332,tk Home Solutions BV,nan,No Match,-,0.0,Linkedin Leads
1333,vogels,nan,No Match,-,0.0,Linkedin Leads
1334,Eurofar International B.V.,nan,No Match,-,0.0,Linkedin Leads
1335,Van Oirschot NV,nan,No Match,-,0.0,Linkedin Leads
1336,VFO,nan,No Match,-,0.0,Linkedin Leads
1337,greenlane-inc,nan,No Match,-,0.0,Linkedin Leads
1338,Isero,nan,No Match,-,0.0,Linkedin Leads
1339,Technisch handelsbureau Rensa BV,nan,No Match,-,0.0,Linkedin Leads
1340,monks-international,nan,No Match,-,0.0,Linkedin Leads
1341,Looop,nan,No Match,-,0.0,Linkedin Leads
1342,Nipro Europe Group Companies,nan,No Match,-,0.0,Linkedin Leads
1343,drogist.nl,nan,No Match,-,0.0,Linkedin Leads
1344,JDIC bv - Jos Deslee Invest & Consult,nan,No Match,-,0.0,Linkedin Leads
1345,trilec-nv,nan,No Match,-,0.0,Linkedin Leads
1346,HMZ Fashiongroup,nan,No Match,-,0.0,Linkedin Leads
1347,nedac-sorbo-mascot,nan,No Match,-,0.0,Linkedin Leads
1348,Tata Steel in Europe,nan,No Match,-,0.0,Linkedin Leads
1349,rogelli-sportswear,nan,No Match,-,0.0,Linkedin Leads
1350,royalsmittransformers,nan,No Match,-,0.0,Linkedin Leads
1351,No Excess,nan,No Match,-,0.0,Linkedin Leads
1352,NedZink,nan,No Match,-,0.0,Linkedin Leads
1353,van-dijk-groothandel,nan,No Match,-,0.0,Linkedin Leads
1354,bekk-homeware,nan,No Match,-,0.0,Linkedin Leads
1355,eptummers,nan,No Match,-,0.0,Linkedin Leads
1356,Rexel Nederland B.V.,nan,No Match,-,0.0,Linkedin Leads
1357,philips,nan,No Match,-,0.0,Linkedin Leads
1358,Euro Products Marine B.V.,nan,No Match,-,0.0,Linkedin Leads
1359,hiab-benelux-b.v.,nan,No Match,-,0.0,Linkedin Leads
1360,elbo-technology,nan,No Match,-,0.0,Linkedin Leads
1361,Valstar (part of Best Fresh),nan,No Match,-,0.0,Linkedin Leads
1362,dutchleaf,nan,dutchleaf,1- MQL (Marketing),100.0,Linkedin Leads
1363,SPX Flow Technology Assen B.V.,nan,No Match,-,0.0,Linkedin Leads
1364,Boom B.V.,nan,No Match,-,0.0,Linkedin Leads
1365,biocartis,nan,biocartis nv,1- MQL (Marketing),95.0,Linkedin Leads
1366,evers-agro-b-v-,nan,No Match,-,0.0,Linkedin Leads
1367,berg-roses,nan,No Match,-,0.0,Linkedin Leads
1368,stc-international-b-v,nan,No Match,-,0.0,Linkedin Leads
1369,rideellio,nan,No Match,-,0.0,Linkedin Leads
1370,Makro Cash and Carry NL,nan,No Match,-,0.0,Linkedin Leads
1371,evofenedex,nan,No Match,-,0.0,Linkedin Leads
1372,Oerlemans Plastics B.V.,nan,No Match,-,0.0,Linkedin Leads
1373,vegro-verpleegartikelen,nan,No Match,-,0.0,Linkedin Leads
1374,helenevskincare,nan,No Match,-,0.0,Linkedin Leads
1375,neways-electronics,nan,No Match,-,0.0,Linkedin Leads
1376,elektro-groothandel-frig-,nan,No Match,-,0.0,Linkedin Leads
1377,IMSHIP,nan,No Match,-,0.0,Linkedin Leads
1378,Mitsubishi Electric Europe B.V.,nan,No Match,-,0.0,Linkedin Leads
1379,santensgroep,nan,No Match,-,0.0,Linkedin Leads
1380,In-Lease - furniture rental,nan,No Match,-,0.0,Linkedin Leads
1381,Wiltec BV,nan,No Match,-,0.0,Linkedin Leads
1382,Fertikal,nan,No Match,-,0.0,Linkedin Leads
1383,Fortune Factory b.v.,nan,No Match,-,0.0,Linkedin Leads
1384,Bevaplast BV,nan,No Match,-,0.0,Linkedin Leads
1385,Big Bazar B.V. at Mirage Retail Group ,nan,No Match,-,0.0,Linkedin Leads
1386,Ahold Delhaize,nan,No Match,-,0.0,Linkedin Leads
1387,hakvoort-professional-bv,nan,No Match,-,0.0,Linkedin Leads
1388,paardekoopergroup,nan,paardekooper group,2 - SQL / Sales Outreach,97.14285714285714,Linkedin Leads
1389,Barry Callebaut Group,nan,No Match,-,0.0,Linkedin Leads
1390,Mohamed Repeuro,nan,No Match,-,0.0,Linkedin Leads
1391,h&k-technische-groothandel,nan,No Match,-,0.0,Linkedin Leads
1392,Spuntini,nan,No Match,-,0.0,Linkedin Leads
1393,AGU bv,nan,No Match,-,0.0,Linkedin Leads
1394,stichdofficial,nan,No Match,-,0.0,Linkedin Leads
1395,Philips,nan,No Match,-,0.0,Linkedin Leads
1396,Hyster-Yale Group,nan,No Match,-,0.0,Linkedin Leads
1397,emma-safety-shoes-bv,nan,No Match,-,0.0,Linkedin Leads
1398,foox-groothandelsorganisatie,nan,No Match,-,0.0,Linkedin Leads
1399,ariston-thermo-group,nan,No Match,-,0.0,Linkedin Leads
1400,Kolmschate Consulting,nan,No Match,-,0.0,Linkedin Leads
1401,ei-openers,nan,No Match,-,0.0,Linkedin Leads
1402,Coty,nan,No Match,-,0.0,Linkedin Leads
1403,Cloetta,nan,No Match,-,0.0,Linkedin Leads
1404,Mepal,nan,No Match,-,0.0,Linkedin Leads
1405,hunkemoller,nan,hunkemoller,1- MQL (Marketing),100.0,Linkedin Leads
1406,Samsung Electronics Air Conditioner Europe,nan,No Match,-,0.0,Linkedin Leads
1407,Technisch Handelsbureau Rensa BV,nan,No Match,-,0.0,Linkedin Leads
1408,Paula's Choice Skincare Europe,nan,No Match,-,0.0,Linkedin Leads
1409,Thales,nan,No Match,-,0.0,Linkedin Leads
1410,Flinders Design,nan,No Match,-,0.0,Linkedin Leads
1411,Profel,nan,No Match,-,0.0,Linkedin Leads
1412,Modiform,nan,No Match,-,0.0,Linkedin Leads
1413,Falko BV - Import/export groothandel in fietsonderdelen en accessoires,nan,No Match,-,0.0,Linkedin Leads
1414,Vivecommerce - advisory & interim management boutique,nan,No Match,-,0.0,Linkedin Leads
1415,DHG (David Hart Group),nan,No Match,-,0.0,Linkedin Leads
1416,IFB International Freightbridge,nan,No Match,-,0.0,Linkedin Leads
1417,Capasso,nan,No Match,-,0.0,Linkedin Leads
1418,ESA bv,nan,No Match,-,0.0,Linkedin Leads
1419,Rotterdam Academy,nan,No Match,-,0.0,Linkedin Leads
1420,bunnik-creations,nan,No Match,-,0.0,Linkedin Leads
1421,d&d-distribution,nan,No Match,-,0.0,Linkedin Leads
1422,Gymiek Beheer BV,nan,No Match,-,0.0,Linkedin Leads
1423,Bailey Electric & Electronics bv,nan,No Match,-,0.0,Linkedin Leads
1424,Heraeus Electro Nite,nan,No Match,-,0.0,Linkedin Leads
1425,Mölnlycke Health Care,nan,No Match,-,0.0,Linkedin Leads
1426,Suzuki Belgium,nan,No Match,-,0.0,Linkedin Leads
1427,Feyter group,nan,No Match,-,0.0,Linkedin Leads
1428,Masevon Technology Group,nan,No Match,-,0.0,Linkedin Leads
1429,Richmond Interiors,nan,No Match,-,0.0,Linkedin Leads
1430,Age2Go4 b.v.,nan,No Match,-,0.0,Linkedin Leads
1431,Muarata Electronics,nan,No Match,-,0.0,Linkedin Leads
1432,RX Commerce,nan,No Match,-,0.0,Linkedin Leads
1433,Trilec,nan,No Match,-,0.0,Linkedin Leads
1434,Unlimited footwear group,nan,unlimited footwear group,2 - SQL / Sales Outreach,95.83333333333334,Linkedin Leads
1435,MCA Brabant,nan,No Match,-,0.0,Linkedin Leads
1436,Van Ham Chocolaterie,nan,No Match,-,0.0,Linkedin Leads
1437,Fabory,nan,No Match,-,0.0,Linkedin Leads
1438,Best Trading,nan,No Match,-,0.0,Linkedin Leads
1439,Belize Corporate,nan,No Match,-,0.0,Linkedin Leads
1440,Teamwork Interiors,nan,No Match,-,0.0,Linkedin Leads
1441,Rensa Family Company,nan,No Match,-,0.0,Linkedin Leads
1442,aluchemie ,nan,No Match,-,0.0,Linkedin Leads
1443,van-oostveen-medical,nan,No Match,-,0.0,Linkedin Leads
1444,Agrifirm,nan,No Match,-,0.0,Linkedin Leads
1445,mainfreight-europe,nan,No Match,-,0.0,Linkedin Leads
1446,Adidas,nan,No Match,-,0.0,Linkedin Leads
1447,Schenk Transport,nan,No Match,-,0.0,Linkedin Leads
1448,Self-employed,nan,No Match,-,0.0,Linkedin Leads
1449,Decor Son,nan,No Match,-,0.0,Linkedin Leads
1450,Quantore BV,nan,No Match,-,0.0,Linkedin Leads
1451,Hogeschool PXL,nan,No Match,-,0.0,Linkedin Leads
1452,Ingram Micro Commerce & Lifecycle Services,nan,No Match,-,0.0,Linkedin Leads
1453,Online Multi Stores,nan,No Match,-,0.0,Linkedin Leads
1454,Albert Heijn,nan,No Match,-,0.0,Linkedin Leads
1455,Nike,nan,No Match,-,0.0,Linkedin Leads
1456,Accell Nederland B.V.,nan,No Match,-,0.0,Linkedin Leads
1457,Gist B.V.,nan,No Match,-,0.0,Linkedin Leads
1458,Versele Laga,nan,No Match,-,0.0,Linkedin Leads
1459,Dominique Demeulemeester,nan,No Match,-,0.0,Linkedin Leads
1460,Herbalife Nutrition,nan,No Match,-,0.0,Linkedin Leads
1461,Heli ,nan,No Match,-,0.0,Linkedin Leads
1462,Rederij Kees B.V.,nan,No Match,-,0.0,Linkedin Leads
1463,EUdata International,nan,No Match,-,0.0,Linkedin Leads
1464,Ingrizo NV,nan,No Match,-,0.0,Linkedin Leads
1465,Philips,nan,No Match,-,0.0,Linkedin Leads
1466,Mehadrin Tnuport Export (L.P.),nan,No Match,-,0.0,Linkedin Leads
1467,EUSU Logistics,nan,No Match,-,0.0,Linkedin Leads
1468,Delhaize Belgium,nan,No Match,-,0.0,Linkedin Leads
1469,Holbrecht Hedwig BVBA,nan,No Match,-,0.0,Linkedin Leads
1470,Stamhuis België bvba,nan,No Match,-,0.0,Linkedin Leads
1471,Regout Balance Systems B.V.,nan,No Match,-,0.0,Linkedin Leads
1472,HONDA EUROPE NV,nan,No Match,-,0.0,Linkedin Leads
1473,Prof Praxis,nan,No Match,-,0.0,Linkedin Leads
1474,Klaasen & Co,nan,No Match,-,0.0,Linkedin Leads
1475,Chevron Phillips Chemicals Int. NV,nan,No Match,-,0.0,Linkedin Leads
1476,arrowline,nan,No Match,-,0.0,Linkedin Leads
1477,Knauf-Isolava,nan,No Match,-,0.0,Linkedin Leads
1478,Jan De Nul Group,nan,No Match,-,0.0,Linkedin Leads
1479,ALTRAD SERVICES Benelux,nan,No Match,-,0.0,Linkedin Leads
1480,ineos,nan,ineos,2 - SQL / Sales Outreach,100.0,Linkedin Leads
1481,Lanterfant®,nan,No Match,-,0.0,Linkedin Leads
1482,Op jacht!,nan,No Match,-,0.0,Linkedin Leads
1483,tesla-motors,nan,No Match,-,0.0,Linkedin Leads
1484,agidens,nan,agidens nv,2 - SQL / Sales Outreach,95.0,Linkedin Leads
1485,IKEA Group,nan,No Match,-,0.0,Linkedin Leads
1486,pensions retirement,nan,No Match,-,0.0,Linkedin Leads
1487,volvocars,nan,No Match,-,0.0,Linkedin Leads
1488,Etex,nan,No Match,-,0.0,Linkedin Leads
1489,mpro-youbuild,nan,No Match,-,0.0,Linkedin Leads
1490,stas-picture-hanging-systems,nan,No Match,-,0.0,Linkedin Leads
1491,SISA NV,nan,No Match,-,0.0,Linkedin Leads
1492,Teqplay,nan,No Match,-,0.0,Linkedin Leads
1493,VWR,nan,No Match,-,0.0,Linkedin Leads
1494,simac-ict-belgië,nan,No Match,-,0.0,Linkedin Leads
1495,"Stanley Black & Decker, Inc.",nan,No Match,-,0.0,Linkedin Leads
1496,Q8,nan,No Match,-,0.0,Linkedin Leads
1497,R.Scheepers Consultancy B.V.,nan,No Match,-,0.0,Linkedin Leads
1498,DYKA PLASTICS NV,nan,No Match,-,0.0,Linkedin Leads
1499,Mieloo & Alexander,nan,No Match,-,0.0,Linkedin Leads
1500,foodcareplus,nan,No Match,-,0.0,Linkedin Leads
1501,SABCA,nan,No Match,-,0.0,Linkedin Leads
1502,nv-denys,nan,No Match,-,0.0,Linkedin Leads
1503,Atlas Copco Airpower N.V.,nan,No Match,-,0.0,Linkedin Leads
1504,soprema-belux,nan,No Match,-,0.0,Linkedin Leads
1505,ACD® Grow Live disCover,nan,No Match,-,0.0,Linkedin Leads
1506,Sound United,nan,No Match,-,0.0,Linkedin Leads
1507,brouwerij ADvieS bv,nan,No Match,-,0.0,Linkedin Leads
1508,IMSHIP,nan,No Match,-,0.0,Linkedin Leads
1509,Ideal Standard International NV,nan,No Match,-,0.0,Linkedin Leads
1510,Imes Dexis,nan,No Match,-,0.0,Linkedin Leads
1511,westrockcompany,nan,No Match,-,0.0,Linkedin Leads
1512,Solvay,nan,No Match,-,0.0,Linkedin Leads
1513,Capasso,nan,No Match,-,0.0,Linkedin Leads
1514,N.V. GROUP SOPEX S.A.,nan,No Match,-,0.0,Linkedin Leads
